key,ja,file,line
components.岡本食品株式会社では2024年3月に一般財団法人食品マネジメント協会jfsmが運営する食品安全規格jfs-b規格の適合証明を取得しました,"岡本食品株式会社では、2024年3月に一般財団法人食品マネジメント協会（JFSM）が運営する食品安全規格「JFS-B規格」の適合証明を取得しました。",src/components/NewsSection.tsx,10
components.imagesニュース.avif,"/images/ニュース.avif",src/components/NewsSection.tsx,13
components.私たちの取り組みや最新情報を,"私たちの取り組みや最新情報を",src/components/NewsSection.tsx,27
components.定期的にお伝えしています,"定期的にお伝えしています。",src/components/NewsSection.tsx,28
components.お知らせ一覧を見る,"お知らせ一覧を見る",src/components/NewsSection.tsx,87
components.商号,"商号",src/components/Overview.tsx,22
components.事業内容,"事業内容",src/components/Overview.tsx,26
components.野菜果物等の缶詰パウチ冷凍食品の製造販売,"野菜・果物等の缶詰、パウチ、冷凍食品の製造・販売",src/components/Overview.tsx,27
components.本社工場,"本社・工場",src/components/Overview.tsx,30
components.設立,"設立",src/components/Overview.tsx,38
components.昭和28年1月,"昭和28年1月",src/components/Overview.tsx,39
components.資本金,"資本金",src/components/Overview.tsx,42
components.24000千円,"24,000千円",src/components/Overview.tsx,43
components.代表取締役,"代表取締役",src/components/Overview.tsx,46
components.従業員数,"従業員数",src/components/Overview.tsx,50
components.約100名,"約100名",src/components/Overview.tsx,51
components.関連会社,"関連会社",src/components/Overview.tsx,54
components.トーヨーホールディングス関連会社,"トーヨーホールディングス㈱関連会社：",src/components/Overview.tsx,55
components.トーアストーヨーフーズ愛知県豊川市,"トーアス㈱、トーヨーフーズ㈱（愛知県豊川市）",src/components/Overview.tsx,56
components.取り扱い品目,"取り扱い品目",src/components/Overview.tsx,61
components.みかん黄桃トマトマッシュルームパインアップル冷凍フルーツ等,"みかん、黄桃、トマト、マッシュルーム、パインアップル、冷凍フルーツ等",src/components/Overview.tsx,62
components.取引銀行,"取引銀行",src/components/Overview.tsx,67
components.三菱東京ufj銀行_笠寺支店,"三菱東京UFJ銀行 笠寺支店",src/components/Overview.tsx,68
components.みずほ銀行_名古屋支店,"みずほ銀行 名古屋支店",src/components/Overview.tsx,69
components.名古屋銀行_鳴尾支店,"名古屋銀行 鳴尾支店",src/components/Overview.tsx,70
components.日本政策金融公庫_名古屋熱田支店,"日本政策金融公庫 名古屋・熱田支店",src/components/Overview.tsx,71
components.主な販売先,"主な販売先",src/components/Overview.tsx,76
components.名給トーアス名古屋教育スポーツ協会東海コープコーミサトー商会ハウス食品グループ本社など,"名給・トーアス㈱・名古屋教育スポーツ協会・東海コープ・コーミ㈱・サトー商会・ハウス食品グループ本社など",src/components/Overview.tsx,77
components.約100,"約100",src/components/Overview.tsx,93
components.国産レモン輪切り,"国産レモン輪切り",src/components/ProductCard.tsx,33
components.国産レモン輪切りの冷凍パック,"国産レモン輪切りの冷凍パック",src/components/ProductCard.tsx,33
components.ひんやりみかん,"ひんやりみかん",src/components/ProductCard.tsx,34
components.ひんやりみかんの小パック,"ひんやりみかんの小パック",src/components/ProductCard.tsx,34
components.パインアップルチビット,"パインアップルチビット",src/components/ProductCard.tsx,35
components.パインアップルチャンク1kgパウチ,"パインアップルチャンク1kgパウチ",src/components/ProductCard.tsx,35
components.3201黄桃ダイス,"【3201】黄桃ダイス",src/components/ProductCard.tsx,36
components.黄桃ダイスのパウチタイプ,"黄桃ダイスのパウチタイプ",src/components/ProductCard.tsx,36
components.3211国産黄桃ダイス,"【3211】国産黄桃ダイス",src/components/ProductCard.tsx,37
components.国産黄桃ダイス1kgパウチ,"国産黄桃ダイス1kgパウチ",src/components/ProductCard.tsx,37
components.カットトマトの缶詰,"カットトマトの缶詰",src/components/ProductCard.tsx,38
components.トマトピューレーのパウチタイプ,"トマトピューレーのパウチタイプ",src/components/ProductCard.tsx,39
components.冷凍オレンジ果肉,"冷凍オレンジ果肉",src/components/ProductCard.tsx,40
components.冷凍された黄桃果肉,"冷凍された黄桃果肉",src/components/ProductCard.tsx,41
components.国産みかん果実_缶詰,"国産みかん果実 缶詰",src/components/ProductCard.tsx,42
components.国産みかん果実_パウチタイプ,"国産みかん果実 パウチタイプ",src/components/ProductCard.tsx,43
components.中国産マッシュルーム_缶詰タイプ,"中国産マッシュルーム 缶詰タイプ",src/components/ProductCard.tsx,44
components.中国産マッシュルーム_パウチタイプ,"中国産マッシュルーム パウチタイプ",src/components/ProductCard.tsx,45
components.オレンジ果粒さのう商品,"オレンジ果粒・さのう商品",src/components/ProductCard.tsx,46
components.ホールトマトの缶詰,"ホールトマトの缶詰",src/components/ProductCard.tsx,47
components.みかん１キロパウチ,"みかん１キロパウチ",src/components/ProductCard.tsx,48
components.国産みかん1kgパウチ,"国産みかん1kgパウチ",src/components/ProductCard.tsx,48
components.中国産みかんかん,"中国産みかんかん",src/components/ProductCard.tsx,49
components.中国産みかん_缶詰タイプ,"中国産みかん 缶詰タイプ",src/components/ProductCard.tsx,49
components.中国産みかんパウチ,"中国産みかんパウチ",src/components/ProductCard.tsx,50
components.中国産みかん_パウチタイプ,"中国産みかん パウチタイプ",src/components/ProductCard.tsx,50
components.黄桃の商品写真,"黄桃の商品写真",src/components/ProductCard.tsx,51
components.日付修正3707マッシュルームスライス,"日付修正【3707】マッシュルームスライス",src/components/ProductCard.tsx,52
components.ヨーロッパ産マッシュルーム_スライスタイプ,"ヨーロッパ産マッシュルーム スライスタイプ",src/components/ProductCard.tsx,52
components.日付修正3711国産マッシュルームスライス,"日付修正【3711】国産マッシュルームスライス",src/components/ProductCard.tsx,53
components.国産マッシュルーム_スライスタイプ,"国産マッシュルーム スライスタイプ",src/components/ProductCard.tsx,53
components.日付修正3502ミックスフルーツ,"日付修正【3502】ミックスフルーツ",src/components/ProductCard.tsx,54
components.ミックスフルーツ_1kgパウチ,"ミックスフルーツ 1kgパウチ",src/components/ProductCard.tsx,54
components.製品詳細,"製品詳細",src/components/ProductCard.tsx,95
components.形状,"形状:",src/components/ProductCard.tsx,110
components.規格入数,"規格×入数:",src/components/ProductCard.tsx,116
components.固形量,"固形量:",src/components/ProductCard.tsx,122
components.内容総量,"内容総量:",src/components/ProductCard.tsx,128
components.商品サイズ,"商品サイズ:",src/components/ProductCard.tsx,134
components.ケースサイズ,"ケースサイズ:",src/components/ProductCard.tsx,140
components.原材料,"原材料:",src/components/ProductCard.tsx,146
components.添加物,"添加物:",src/components/ProductCard.tsx,152
components.賞味期限,"賞味期限:",src/components/ProductCard.tsx,158
components.原産地,"原産地:",src/components/ProductCard.tsx,164
components.janコード,"JANコード:",src/components/ProductCard.tsx,170
components.itfコード,"ITFコード:",src/components/ProductCard.tsx,176
components.収穫されたばかりの新鮮なみかんを旬のうちに皮や種スジを取り除いて一粒ずつ食べやすく加工しあっさりした甘さのシラップに漬込みました果肉の風味を引き出したおいしさをお楽しみ頂けます,"収穫されたばかりの新鮮なみかんを、旬のうちに皮や種、スジを取り除いて一粒ずつ食べやすく加工し、あっさりした甘さのシラップに漬込みました。果肉の風味を引き出したおいしさをお楽しみ頂けます。",src/components/ProductGallery.tsx,11
components.imagesみかん商品.avif,"/images/みかん商品.avif",src/components/ProductGallery.tsx,12
components.goodscategory-みかん,"/goods#category-みかん",src/components/ProductGallery.tsx,13
components.黄桃,"黄桃",src/components/ProductGallery.tsx,17
components.国内で収穫した黄桃やギリシャ産の黄桃を種や皮を取り除き使いやすいダイス状にカットしましたあっさりとした甘さのシラップ漬けで果肉本来のおいしさをお楽しみいただけます,"国内で収穫した黄桃やギリシャ産の黄桃を、種や皮を取り除き使いやすいダイス状にカットしました。あっさりとした甘さのシラップ漬けで、果肉本来のおいしさをお楽しみいただけます。",src/components/ProductGallery.tsx,18
components.images桃.avif,"/images/桃.avif",src/components/ProductGallery.tsx,19
components.goodscategory-黄桃,"/goods#category-黄桃",src/components/ProductGallery.tsx,20
components.国内で収穫したトマトを旬の時期に芯を取り除き皮をむいてトマトを搾汁したジュースに漬け込みました製造工程で水分を加えておらず国産トマトのフレッシュな風味を閉じ込めましたダイスカットの他国産トマトでは希少なホールタイプも製造しています,"国内で収穫したトマトを旬の時期に芯を取り除き皮をむいて、トマトを搾汁したジュースに漬け込みました。製造工程で水分を加えておらず、国産トマトのフレッシュな風味を閉じ込めました。ダイスカットの他、国産トマトでは希少なホールタイプも製造しています。",src/components/ProductGallery.tsx,25
components.goodscategory-トマト,"/goods#category-トマト",src/components/ProductGallery.tsx,27
components.マッシュルーム,"マッシュルーム",src/components/ProductGallery.tsx,31
components.歯切れがよく風味豊かなマッシュルームを薄くスライスしました収穫後すぐに加工する国産の他世界の主要な産地であるヨーロッパ産中国産もございます冷凍大容量タイプホールスライスも取扱っております,"歯切れがよく、風味豊かなマッシュルームを薄くスライスしました。収穫後すぐに加工する国産の他、世界の主要な産地であるヨーロッパ産、中国産もございます。※冷凍大容量タイプ（ホール・スライス）も取扱っております。",src/components/ProductGallery.tsx,32
components.imagesマッシュルーム.avif,"/images/マッシュルーム.avif",src/components/ProductGallery.tsx,33
components.goodscategory-マッシュルーム,"/goods#category-マッシュルーム",src/components/ProductGallery.tsx,34
components.国産フルーツ皮無しシラップ漬けの冷凍フルーツです生果調達産地直送生果の一次処理から最終製品まで一貫して行なっています国産フルーツの皮を除去しシラップ漬けしたフルーツを一粒ずつ冷凍しています,"「国産フルーツ」「皮無し」「シラップ漬け」の冷凍フルーツです。生果調達（産地直送）・生果の一次処理から最終製品まで一貫して行なっています。国産フルーツの皮を除去し、シラップ漬けしたフルーツを一粒ずつ冷凍しています。",src/components/ProductGallery.tsx,39
components.images冷凍みかんイメージ_edited.avif,"/images/冷凍みかんイメージ_edited.avif",src/components/ProductGallery.tsx,40
components.goodscategory-冷凍フルーツ,"/goods#category-冷凍フルーツ",src/components/ProductGallery.tsx,41
components.安心美味しさ笑顔を詰めてお届けします,"安心・美味しさ・笑顔を詰めてお届けします",src/components/ProductGallery.tsx,56
components.すべての商品は国産原料にこだわり厳格な品質管理のもとで製造しています,"すべての商品は国産原料にこだわり、厳格な品質管理のもとで製造しています。",src/components/ProductGallery.tsx,103
components.商品一覧を見る,"商品一覧を見る",src/components/ProductGallery.tsx,109
components.images農産ライン.avif,"/images/農産ライン.avif",src/components/ProductionLines.tsx,15
components.images冷凍ライン.avif,"/images/冷凍ライン.avif",src/components/ProductionLines.tsx,33
components.imagesドライパックライン.avif,"/images/ドライパックライン.avif",src/components/ProductionLines.tsx,46
components.imagesカップライン.avif,"/images/カップライン.avif",src/components/ProductionLines.tsx,64
components.images本社工場.jpg,"/images/本社工場.jpg",src/components/ProductionLines.tsx,91
components.岡本食品の工場外観,"岡本食品の工場外観",src/components/ProductionLines.tsx,92
components.岡本食品株式会社_本社工場,"岡本食品株式会社 本社工場",src/components/ProductionLines.tsx,99
components.の製造現場,"の製造現場",src/components/ProductionLines.tsx,120
components.内容,"内容：",src/components/ProductionLines.tsx,143
components.品目,"品目：",src/components/ProductionLines.tsx,148
components.特徴,"特徴：",src/components/ProductionLines.tsx,153
components.images製造ラインカレンダー.jpg,"/images/製造ラインカレンダー.jpg",src/components/ProductionLines.tsx,186
components.年間製造スケジュールカレンダー,"年間製造スケジュールカレンダー",src/components/ProductionLines.tsx,187
components.冷凍フルーツ製造ライン,"冷凍フルーツ製造ライン",src/components/ProductionLines.tsx,218
components.トマト缶詰製造ライン,"トマト缶詰製造ライン",src/components/ProductionLines.tsx,227
components.ok_brandのトマト缶詰製造工程をご覧いただけます,"OK BRANDのトマト缶詰製造工程をご覧いただけます。",src/components/ProductionLines.tsx,228
components.みかん缶詰製造ライン,"みかん缶詰製造ライン",src/components/ProductionLines.tsx,241
components.ok_brandのみかん缶詰製造工程をご覧いただけます,"OK BRANDのみかん缶詰製造工程をご覧いただけます。",src/components/ProductionLines.tsx,242
components.黄桃缶詰製造ライン,"黄桃缶詰製造ライン",src/components/ProductionLines.tsx,255
components.ok_brandの黄桃缶詰製造工程をご覧いただけます,"OK BRANDの黄桃缶詰製造工程をご覧いただけます。",src/components/ProductionLines.tsx,256
components.最新設備による高品質製造,"最新設備による高品質製造",src/components/ProductionLines.tsx,274
components.コンピュータ制御された最新の製造設備と熟練した技術者による_手作業の組み合わせで最高品質の製品をお届けします,"コンピュータ制御された最新の製造設備と、熟練した技術者による 手作業の組み合わせで、最高品質の製品をお届けします。",src/components/ProductionLines.tsx,277
components.haccp準拠の厳格な品質管理,"HACCP準拠の厳格な品質管理",src/components/ProductionLines.tsx,292
components.効率性,"効率性",src/components/ProductionLines.tsx,303
components.自動化による効率的な生産,"自動化による効率的な生産",src/components/ProductionLines.tsx,304
components.技術継承,"技術継承",src/components/ProductionLines.tsx,315
components.伝統技術と最新技術の融合,"伝統技術と最新技術の融合",src/components/ProductionLines.tsx,316
components.正社員,"正社員",src/components/RecruitSection.tsx,4
components.製造_管理職,"製造 管理職",src/components/RecruitSection.tsx,6
components.製造,"製造",src/components/RecruitSection.tsx,7
components.新卒2024年春卒業,"新卒（2024年春卒業）",src/components/RecruitSection.tsx,9
components.契約社員パート,"契約社員（パート）",src/components/RecruitSection.tsx,13
components.現在の求人職種,"現在の求人職種",src/components/RecruitSection.tsx,29
components.感謝と尊重心があり挑戦と変革に取り組める方是非ご応募下さい,"感謝と尊重心があり、挑戦と変革に取り組める方、是非ご応募下さい。",src/components/RecruitSection.tsx,41
components.私達は国産フルーツ野菜の加工を中心に笑顔で安心安全でおいしい食品をお届けし続けますそのためにお客様や農業生産者様をはじめとしたあらゆる関係者様や共に働く仲間を感謝の気持ちをもって尊重できる人現状に満足せず常に挑戦と変革に取り組んでいく人を求めています,"私達は、国産フルーツ・野菜の加工を中心に、笑顔で安心・安全でおいしい食品をお届けし続けます。そのために、お客様や農業生産者様をはじめとしたあらゆる関係者様や共に働く仲間を感謝の気持ちをもって尊重できる人、現状に満足せず、常に挑戦と変革に取り組んでいく人を求めています。",src/components/RecruitSection.tsx,47
components.もちろん誰もが最初はわからないこと不安なことが多いですojt教育フォローアップ面談他各コミュニケーションで働くステージを整えていきます勤務は日勤のみでありワークライフバランス実現の支援をしています,"もちろん、誰もが最初はわからないこと、不安なことが多いです。OJT教育・フォローアップ面談他、各コミュニケーションで働くステージを整えていきます。勤務は日勤のみであり、ワークライフバランス実現の支援をしています。",src/components/RecruitSection.tsx,51
components.現在従業員80数名のアットホームな雰囲気の職場ですしっかりフォローしていきますので安心してお仕事いただけます,"現在従業員80数名のアットホームな雰囲気の職場です。しっかりフォローしていきますので、安心してお仕事いただけます！",src/components/RecruitSection.tsx,55
components.私達と共にfood_for_your_smile,"私達と共に…FOOD FOR YOUR SMILE!",src/components/RecruitSection.tsx,60
components.勤務条件,"勤務条件",src/components/RecruitSection.tsx,89
components.勤務地,"勤務地",src/components/RecruitSection.tsx,98
components.愛知県名古屋市南区要町3-17,"愛知県名古屋市南区要町3-17",src/components/RecruitSection.tsx,99
components.勤務時間,"勤務時間",src/components/RecruitSection.tsx,110
components.8001730_残業あり月10時間程度,"8:00～17:30 *残業あり(月10時間程度)",src/components/RecruitSection.tsx,111
components.年間休日,"年間休日",src/components/RecruitSection.tsx,122
components.120日当社カレンダーによる,"120日(当社カレンダーによる)",src/components/RecruitSection.tsx,123
components.ご応募される方は下記フォームまたは電話にてご応募下さい,"ご応募される方は、下記フォーム、または電話にてご応募下さい。",src/components/RecruitSection.tsx,132
components.定員に達するまで会社説明会採用試験は随時実施していきます,"定員に達するまで、会社説明会・採用試験は随時実施していきます。",src/components/RecruitSection.tsx,135
components.採用担当,"採用担当",src/components/RecruitSection.tsx,141
components.総務部_藤田,"総務部 藤田",src/components/RecruitSection.tsx,143
components.電話で応募する,"電話で応募する",src/components/RecruitSection.tsx,161
locale.ブログ,"ブログ",src/app/[locale]/blog/page.tsx,7
locale.岡本食品の最新情報や取り組みをご紹介します,"岡本食品の最新情報や取り組みをご紹介します。",src/app/[locale]/blog/page.tsx,9
locale.ブログ記事を準備中です,"ブログ記事を準備中です。",src/app/[locale]/blog/page.tsx,17
locale.厳選された国産みかんを使用した缶詰です,"厳選された国産みかんを使用した缶詰です",src/app/[locale]/goods/page.tsx,10
locale.images中国産みかんかん.avif,"/images/中国産みかんかん.avif",src/app/[locale]/goods/page.tsx,11
locale.缶詰,"缶詰",src/app/[locale]/goods/page.tsx,13
locale.主要商品,"主要商品",src/app/[locale]/goods/page.tsx,24
locale.国産農産物を使用した高品質な商品をご紹介します,"国産農産物を使用した高品質な商品をご紹介します",src/app/[locale]/goods/page.tsx,25
locale.個人情報保護方針,"個人情報保護方針",src/app/[locale]/privacy/page.tsx,13
locale.岡本食品株式会社以下当社はお客様の個人情報保護を重要な責務として認識し_以下の方針に基づき適切な取り扱いに努めます,"岡本食品株式会社（以下「当社」）は、お客様の個人情報保護を重要な責務として認識し、 以下の方針に基づき適切な取り扱いに努めます。",src/app/[locale]/privacy/page.tsx,14
locale.1._個人情報の収集について,"1. 個人情報の収集について",src/app/[locale]/privacy/page.tsx,19
locale.当社は適法かつ公正な手段により個人情報を収集します,"当社は、適法かつ公正な手段により個人情報を収集します。",src/app/[locale]/privacy/page.tsx,20
locale.2._個人情報の利用について,"2. 個人情報の利用について",src/app/[locale]/privacy/page.tsx,24
locale.当社は収集した個人情報を収集の目的の範囲内で利用します,"当社は、収集した個人情報を、収集の目的の範囲内で利用します。",src/app/[locale]/privacy/page.tsx,25
locale.ニュースタイトル,"ニュースタイトル",src/app/[locale]/news/[slug]/page.tsx,12
locale.2024年8月7日,"2024年8月7日",src/app/[locale]/news/[slug]/page.tsx,13
locale.ニュースの詳細内容がここに表示されます,"ニュースの詳細内容がここに表示されます。",src/app/[locale]/news/[slug]/page.tsx,14
locale.お知らせ一覧に戻る,"← お知らせ一覧に戻る",src/app/[locale]/news/[slug]/page.tsx,25
